queue_length,avg_consult_time,doctor_id,department_id,day_of_week,hour_of_day,priority,no_show_rate,waiting_time
14,18.99096110714382,9,2,4,9,2,0.1138892602456903,271.54687380030373
7,13.627450257449373,9,2,2,16,1,0.11483829244360505,103.76764173662667
13,12.190316602067776,8,1,6,13,0,0.17674002094681146,171.32476211310657
7,9.705915367911441,8,2,5,12,1,0.19430080683624776,80.1749397250075
15,14.095564166500633,1,3,0,13,2,0.13552252605463258,218.0832728813724
12,7.087970369262948,8,4,1,12,2,0.2906074350639129,90.5718297565009
17,18.47392440939059,10,1,2,11,2,0.025153715401344312,320.3726633749836
14,17.439986077119258,3,4,5,13,3,0.1041141077861331,250.59368962353338
12,9.762971718151055,7,3,5,12,1,0.1257224049376323,125.0932221918132
8,19.291962914019415,1,1,2,9,3,0.005076403039482935,159.63409960413534
14,17.378011511233524,1,4,4,11,3,0.10948715630046754,251.61359710581007
12,14.994603287525596,10,4,0,16,1,0.08211297515185276,191.59573121734303
0,6.826428666879122,5,3,1,15,2,0.15181088106824422,7.850027793963348
6,12.173510345721084,5,4,2,10,0,0.10092316415498077,83.92106962402433
8,12.591613322701264,8,3,1,9,0,0.21785464048393835,112.58750570761232
0,8.488270375480703,7,2,3,11,1,0.15297974862229455,8.819273257104033
11,6.199480915389529,8,3,5,13,1,0.03892867004887931,78.66448013149122
7,16.65085445707539,6,2,5,9,2,0.22501839724330416,123.46551357701232
10,6.8305257818659255,6,1,2,11,1,0.029768668824802978,75.05436610695106
18,13.91436125842662,2,4,2,11,1,0.2517147504238072,259.87674533449837
16,19.046737608254908,6,3,3,13,2,0.2794266582258658,309.56390412372696
7,18.141577888970637,5,3,4,11,2,0.09673358705545616,132.17418294660027
2,9.166289356238916,3,4,2,17,3,0.27784278997887923,28.123903515050422
2,17.77172956326898,6,4,5,9,1,0.23790244773676147,44.785529597159496
0,5.004987591807341,8,1,1,12,0,0.276730683301131,10.459639979535181
4,5.265317144198859,9,1,0,12,1,0.1998810410762543,33.472855443686896
9,14.038297457642974,1,3,6,9,0,0.07069321182642656,133.22429695798658
6,10.471973287167941,3,1,1,10,0,0.26835697107329176,72.42166433709377
8,10.796912617387207,3,2,4,9,0,0.05527952285122312,96.42550951772252
6,13.466616360183238,8,1,0,14,3,0.06391816530526065,81.18320370966137
8,7.876736833877908,1,1,1,11,2,0.08131889704210911,69.19856952207107
7,8.176330259982176,5,3,1,15,2,0.09127389344597539,63.485315353418606
11,12.26902380528297,3,2,3,13,3,0.15434389263930917,138.25578773238243
1,16.313803165157946,2,1,6,17,2,0.2140372081302132,25.26934339641823
0,14.292466271113815,8,2,4,15,3,0.2778624523202051,2.848683259397939
15,9.460325723552582,3,2,5,12,1,0.02653127620065073,149.28896628616965
4,11.455057662633818,7,2,3,13,3,0.28631080866847075,47.71566593852482
2,7.559971378249976,1,4,0,13,2,0.276396890129044,22.86751685005656
11,6.119447215056226,6,4,6,13,2,0.01619978765431168,75.02261382922084
7,16.74044061116224,3,4,5,17,1,0.10809634130746881,127.98598833521689
2,8.980811137822919,8,4,3,11,3,0.24394301708980093,24.45451260336584
0,7.666495817768723,6,3,6,14,1,0.18347296364382032,9.407674829811869
2,15.37427083353979,2,1,4,16,0,0.2337281830145311,43.702380655605026
4,14.27077511430779,6,4,2,17,3,0.21571000163696624,62.77109895106992
14,14.49784439020196,7,3,2,15,1,0.14903103393814907,208.8632724876433
13,8.433419072699204,5,1,0,11,1,0.012365413785509859,117.84376851980281
2,8.489683078440216,3,4,2,9,2,0.1752804606193503,21.927469636171907
0,8.312039446784587,4,1,3,12,3,0.014569995917788792,8.419817362815415
4,7.606288934934417,4,4,0,14,0,0.18111801526053925,43.76004778770411
13,14.835855088424845,6,3,5,11,0,0.24012325874810345,202.53987391057038
6,17.72023827874102,10,2,4,9,3,0.17549752461057558,110.10475572192468
8,15.864762045149918,1,2,0,14,3,0.2991065413685091,134.73213228853865
14,16.881404506408145,4,1,5,9,1,0.13675995005412991,244.87317314369378
14,11.071976436277996,10,3,0,17,2,0.22464823908119622,167.84548177655353
9,14.811136930579972,4,2,1,9,2,0.20016398752257222,137.22143953677931
12,10.313543606671619,10,4,1,14,2,0.29742950746742636,133.71259169396694
18,12.8825693295296,1,2,0,9,3,0.21396570152313152,234.5405032608646
6,12.224522698022934,9,1,6,15,2,0.049209219437816816,82.23436917767157
16,7.653307177157815,4,1,2,11,1,0.28665531192517224,129.8375608449787
19,10.806181405034462,7,3,1,14,3,0.20033316793372838,211.03343034962734
3,19.457334132235268,3,1,6,15,3,0.017801469241916966,65.29512651726371
4,8.728703865724132,10,2,6,9,2,0.19727049173538372,41.601322591452146
6,7.00705604419233,3,2,4,9,0,0.2649358220024325,51.66505054790863
12,11.27870932435903,8,2,5,13,0,0.1731125585970075,141.87221253536788
14,16.85506603790222,8,2,3,14,1,0.10620589140960336,245.81702701403194
10,13.732223446699583,1,3,1,17,2,0.2462728902211848,149.76303599163614
3,15.214622408573668,10,4,0,9,2,0.2347536024617488,50.974123632782245
12,7.845422722620158,2,4,2,12,3,0.16325464626939024,102.14203635169532
6,14.284222895115823,8,3,3,16,3,0.0463085309687701,92.46494388216102
18,9.852505923672107,1,1,5,17,2,0.07529594565695441,183.7011437844987
1,17.514550489321515,8,4,6,11,3,0.22154519165583172,21.148640797191998
9,14.439482090161043,8,1,5,10,2,0.24182464961847824,134.83847144061542
12,7.982844166629439,2,4,1,12,1,0.08377958341229692,104.33506387488362
5,5.969250197661292,4,1,5,10,3,0.11039552315603599,31.47561410350195
11,5.639498139305491,6,3,5,9,2,0.023289565574938543,67.5168365985541
11,10.571128514752111,9,2,2,11,3,0.21403858450994992,120.12589398093955
19,8.987767049814703,8,1,6,15,1,0.0010732633800094038,183.84329766123653
10,14.69135185193762,8,2,2,9,3,0.01396245636572042,147.99304427555285
6,12.490007524679275,7,1,2,10,2,0.0013032203352269732,81.43138252134496
0,8.990289170080711,9,1,0,9,3,0.19359587500128503,4.322056245234885
0,7.238566669252641,2,1,5,16,3,0.12521613831016395,8.54996177801523
19,6.907996440311743,3,1,5,13,2,0.08926402840299907,138.02475661228627
12,17.969905882106264,10,1,5,16,0,0.2738103031071331,229.08047257446026
8,8.652169526073008,8,2,4,11,3,0.057840838402981994,74.42391245947663
2,14.775659718664524,6,1,2,15,3,0.11681040311442016,32.75459183634035
6,17.16028891979399,10,2,3,16,1,0.2820935402783255,113.30633233585301
5,14.211219667771042,9,3,1,14,0,0.12813196885111272,82.99076821112124
7,17.89347847470419,10,4,6,15,1,0.16640810569411732,135.92350576316423
8,10.885905822927118,4,1,3,10,2,0.024101059970846272,93.23192456800788
4,19.343332859734225,8,4,6,16,2,0.23704991606803869,87.24837402355283
0,6.997175062671454,10,2,0,13,1,0.12682763312647144,13.375209853988325
18,6.532242944863071,3,3,0,15,3,0.240154537379545,122.88951586004531
9,14.880382193111654,3,3,6,9,0,0.07613929276679764,144.18578328311136
11,19.142467121198926,8,3,5,13,1,0.126743625168423,222.66974470518693
14,17.133251924544922,5,4,3,9,1,0.2359646809095031,243.76824970370635
8,6.1462528915707715,3,2,5,16,2,0.2921633301130919,58.70628529209439
19,9.190515709020746,10,1,4,12,3,0.01788765731618066,176.25903985841074
16,18.954783272567354,1,1,0,12,0,0.2437368532256713,318.64768784200277
16,8.795876492011768,3,2,0,10,1,0.09020672028813306,149.77812534078404
19,16.71755635680379,9,4,3,13,0,0.16522298426732165,329.9077520948807
11,17.376982938930556,5,1,0,9,0,0.08702767948522437,196.9000642700951
6,12.431781551914726,10,2,4,17,1,0.18403364177039705,85.08170567257598
1,10.795233647724732,2,1,4,13,0,0.10614084919319267,21.295641530575185
2,11.751866486296395,7,3,4,14,2,0.10008446729330445,35.036644080430364
16,8.404470415480462,2,1,1,10,3,0.011381493880780658,139.92992912139894
4,18.340863741932665,4,4,4,9,3,0.04408812177114346,73.55760157289822
16,11.759294850946368,7,2,4,12,3,0.27512345965964363,194.08772211984584
16,18.236891606841496,4,4,1,15,2,0.2994832286619739,297.28445714231947
16,6.585402198594111,7,2,5,14,2,0.2341561727608819,110.10776876221719
1,19.82412906500197,7,3,2,9,2,0.08604378743204603,26.230973232389122
1,11.649096311654274,1,2,0,9,3,0.12073354153307775,16.638634573627158
4,5.717462305911582,6,1,4,16,0,0.2218510364718248,36.7873564037108
0,5.570327723561824,9,1,0,12,2,0.2905540670649594,10.759165164162633
0,16.19310886222758,2,3,3,13,1,0.13664135121881027,10.237505072655424
18,14.88553301305521,3,2,0,15,2,0.2488567245865124,276.77978265253995
1,17.031958371913813,10,3,6,16,1,0.2925206767796151,25.599939495230313
11,6.58051300929209,5,1,5,15,3,0.2620419513168013,80.60087045951848
5,5.533563005533225,9,4,1,10,1,0.06814492403139807,32.364926526937744
3,12.628689341713677,4,3,0,12,2,0.0024095591626868804,48.926806172776864
10,10.813928472241543,1,4,0,9,2,0.14762451161652454,115.38088060693518
16,11.929204050064335,4,4,0,17,0,0.15940824950858004,209.94685950761814
5,19.87382613305411,6,2,2,11,3,0.060375109365350885,104.64778688241975
4,19.561249365060053,5,3,2,11,1,0.08540231758404529,88.58532958242155
19,19.13473084509789,1,4,3,17,3,0.22954594825456406,370.50554383689456
1,16.75764015151511,4,4,1,11,2,0.14110417761394012,23.171080975738843
5,10.322620403853357,6,2,0,16,0,0.09520622508007699,62.51003420162018
10,11.181963953941574,10,2,0,10,2,0.18678780820857582,114.92422224228041
15,13.244240655783868,10,1,0,11,2,0.1958279267928376,205.54260545058466
15,17.4580168460726,4,4,0,10,2,0.23081873305224065,267.77188767874134
0,6.030692487774017,9,1,2,9,1,0.047012788728875744,5.348052567803016
8,11.364453288273321,5,4,5,10,2,0.22245517569809709,95.11816282154328
5,6.23926495188903,8,1,5,16,3,0.17982851763312555,38.2612647408611
15,12.719863798602674,9,2,3,17,3,0.017271559590839137,196.11171347947695
2,18.48351236009353,10,3,6,10,0,0.23323368847602333,47.68031487913734
19,16.73727386845907,5,2,4,15,3,0.11492408439995551,322.3840251664819
3,8.41763626314665,6,1,1,13,2,0.09911428029889126,33.26461774929225
18,19.639862743981887,1,1,5,11,2,0.1344225454744903,357.71610516755374
2,15.010255970696425,7,3,6,17,3,0.10385252319183871,35.22748078774237
18,5.156415490961046,4,4,0,14,0,0.10148567766297271,100.09101651761844
19,8.831202270278293,2,1,5,9,0,0.24242330031018763,176.97228515531935
6,8.91069949879875,5,1,3,13,3,0.03735157630970768,61.87232652739948
19,6.038814594287899,3,1,4,15,1,0.29118002035723756,128.0321389193026
8,19.397397771138934,6,3,5,12,1,0.16647949331230297,164.8273171760333
0,12.173829418638856,8,2,3,16,1,0.05487719952639387,6.997971035212914
7,18.437218960578228,7,1,2,13,1,0.03936464487950595,140.24828311051544
6,9.833232551669425,3,3,4,17,3,0.17745285964049476,66.95072785705845
17,6.878503556492407,8,1,3,17,0,0.18989983315407838,129.62155414098822
7,12.115041648593209,2,4,6,17,2,0.01590773130894323,96.72002379597978
0,6.709349520714758,10,3,5,9,2,0.07290057423863573,6.730889373617028
10,12.290232544663098,9,1,2,10,3,0.23863857636644017,130.82542353220276
17,18.80445771829112,4,3,6,11,2,0.014887388323057648,323.36450354305293
9,12.811522127513191,1,1,3,12,1,0.2565265991718108,121.64883853314942
2,14.247495903426252,8,2,3,17,0,0.19744874295790005,39.677032905387584
6,7.349576554607125,7,1,6,14,3,0.13032697780896144,49.52741630626026
15,5.656034388199542,5,3,5,9,0,0.10392985469127476,97.51686033258595
15,6.662119432697105,10,4,4,17,3,0.005774689154668188,106.18460643974903
19,13.977973635265485,5,4,2,14,3,0.2475644837255529,270.37709070892777
16,6.42517548488457,7,4,0,12,3,0.042816556190561426,108.63739162518236
1,10.63989334911967,5,1,1,12,3,0.09286259755862643,17.32620424470868
0,13.25137910687234,8,2,4,11,0,0.17073209410884113,6.026416811370677
15,10.829791979447705,6,1,2,15,2,0.07379778002137627,173.02630944409276
11,7.455257021979522,5,4,6,11,3,0.1491421391256604,85.19739462990479
4,9.106869612711598,9,3,3,10,1,0.2428028486216107,44.22262902292614
4,18.924762992728652,2,4,6,16,3,0.14116138043708246,85.53558023638969
8,15.139734133795331,1,3,2,12,0,0.28469320323587877,131.68498587177368
8,12.4407175801983,8,2,6,16,3,0.2542501861129025,103.46199960121459
2,5.190723349803402,3,3,6,9,1,0.09991177060901825,14.933636097744914
18,19.886231007342055,7,1,1,13,0,0.11998863737518133,369.39393436989826
15,15.071824023419648,10,1,5,17,3,0.12699801810675815,232.9086308809652
15,9.753837160174175,8,1,1,9,1,0.1878538358773544,153.9265037509517
2,18.189029899967572,6,3,0,12,0,0.08603871875656194,46.57550383787587
19,8.876474304377272,10,1,0,14,3,0.2907747416467526,177.1358654837379
0,13.160248687741273,9,1,1,16,1,0.18260526618105027,11.04953447963014
19,14.541061455947377,7,1,4,11,0,0.11982049762234005,283.2542123489481
10,8.315950571805928,10,2,4,13,3,0.1935029446474702,90.29257170178609
16,19.67595918200894,5,3,6,15,0,0.11862150315891229,331.1278888004634
7,16.222878589684964,8,3,6,9,1,0.24533870429382565,121.37001209017113
3,13.367198382666048,2,4,3,15,3,0.17035228816551637,47.066695874878796
5,7.7089189726295135,7,3,0,16,3,0.012591151021820101,43.984824839022146
7,5.807873104970392,4,2,3,16,3,0.05302706022703822,47.17021025587855
19,9.800897487814751,9,3,0,17,1,0.25949819190886037,198.72279228746677
2,16.297810038701044,1,2,1,14,2,0.16886994790703697,42.85920020935994
15,9.039969474530377,7,2,4,14,3,0.2851030429541715,142.49154267581645
2,13.093343307432576,6,3,6,10,1,0.021726693858205436,37.8227683719431
17,15.919207650961148,8,4,4,11,0,0.08857818902579218,281.3234706944417
13,6.619155719696965,5,1,1,12,0,0.058063011971871775,94.80563334902348
17,15.279470241738101,1,1,3,12,1,0.16615208766862086,266.56488332797016
1,6.378063315650671,1,3,3,16,2,0.1148378493239728,17.846886779406077
2,19.476946131904946,9,3,2,9,1,0.04718206022291797,48.468096213052085
15,12.325911950974094,10,2,6,12,0,0.19282557418786406,192.59947112791764
8,7.260141615648161,6,3,6,12,0,0.16088950973915594,68.66211654431349
3,10.135754540503196,10,2,6,9,3,0.08242087538889029,33.560876004264564
0,11.201246739428921,5,4,0,11,2,0.14393140733471332,4.996934283404281
3,16.37277516614806,1,3,3,13,1,0.22372149451235684,55.7975793895471
0,16.15135679114914,6,1,1,14,0,0.061581502365197556,10.45279166880344
13,14.179107580059965,6,1,3,17,0,0.08787172401051872,195.92170141814964
15,6.588960688377394,3,3,4,17,0,0.10383329612823454,109.56147339721467
19,7.2735405738151035,8,2,0,17,1,0.22401793116030946,151.3554015428185
7,6.406353809683349,1,1,6,9,1,0.2540767798652721,52.91036980926825
6,13.657591749313251,1,2,5,17,2,0.11291654893248326,90.51730517305559
2,18.15707662267106,6,3,2,16,3,0.08898625855017546,39.173016221681515
16,11.507007683821577,10,3,0,10,3,0.26683402750550317,187.5139707224756
0,7.4127226093661935,1,1,4,9,3,0.29980947965780363,4.5421112491611115
15,13.370634877234505,6,3,6,9,0,0.2011060918985397,208.58743520097963
11,17.176283252985648,1,4,4,14,3,0.29699418449675424,192.6391842216159
18,16.125680922693952,6,4,4,17,0,0.197989883340573,303.5162125738898
13,18.221761695125323,3,1,6,15,2,0.22003808160234747,246.05303969280212
5,9.168531458733018,8,4,4,13,0,0.1165968004630541,53.342795562121054
5,7.909308009016623,6,2,1,10,2,0.12989026409971605,48.25455832085622
12,18.19724728912908,1,1,2,9,2,0.04324069919681854,221.36871335507536
18,14.863404691670347,5,1,5,10,3,0.24682500442953695,270.695719008772
7,9.663933950113313,8,2,4,9,3,0.27931770926616,73.51007971519809
1,16.135220758587636,3,4,4,11,0,0.1870314401082336,26.88593886982342
0,17.226775767205517,6,4,3,14,1,0.10309419253361954,12.192182868319884
14,14.224673605116985,5,4,2,16,3,0.04620489761230988,209.25278839252917
0,15.318261648198726,6,1,0,11,3,0.07954686891159447,1.5806479296846305
4,10.628898566639995,10,1,2,17,1,0.07662312625555298,55.81968207732571
15,13.080435010145587,1,4,2,13,1,0.1840583652490719,208.35749886055345
18,12.862387560892433,7,3,6,15,3,0.2835112396090813,237.2713650004102
3,17.720716866961578,9,4,6,16,1,0.014481566087394437,63.56972254778428
2,17.59945970423274,2,2,6,11,0,0.0003066898783343985,41.87283177755605
16,17.490207040205647,10,1,5,10,2,0.18005458329429766,287.40547154678984
16,5.165474213936987,5,2,2,10,2,0.08521813862391457,83.57785079228891
11,16.243182267033326,10,2,5,13,3,0.26416450270168707,186.11262056549333
13,16.380145851665073,4,1,4,9,3,0.0981750923717451,213.60655726891454
5,15.175682342827127,6,3,6,10,0,0.08692128015866679,88.65978911732653
2,16.343969868371786,6,4,4,17,1,0.08085318636548917,44.980486606792255
8,17.62955557245063,2,2,6,15,3,0.04345584818047323,149.55437997483642
4,12.054785811526784,2,1,1,14,2,0.17445914228313317,54.5935893044461
16,12.530753202326707,4,2,5,17,0,0.050464080700263,211.3251440468418
13,6.870710853670857,1,4,5,15,0,0.12738934793708726,98.29199677007456
2,10.780638245710428,9,3,0,13,1,0.13829161567669465,33.24368251587261
0,14.650477698676765,7,3,3,17,3,0.0061476140633923365,8.82588013812776
19,16.70599664220912,7,3,2,14,3,0.0050421839463427485,324.8107622941218
0,8.258136465368159,3,1,0,14,0,0.15606380662704877,12.582884742157681
2,7.067343487388531,3,1,5,12,2,0.20881041966873967,22.222430139953847
17,14.945630067507384,1,3,0,9,3,0.28264274468412137,256.99238105049193
9,5.0281982528736595,3,4,1,13,2,0.05373578524708653,53.49438554355179
2,7.675588764609947,3,4,3,17,0,0.03097764283082477,27.137503650180314
7,5.436070705159306,4,1,5,16,3,0.015626372078145278,44.36702873836976
13,7.503276767823063,4,3,5,16,2,0.13081247487388506,112.62925697269864
17,7.719789198882578,3,4,2,13,0,0.18694421020078705,142.8142590748691
14,10.815103921255913,10,4,6,17,2,0.2521660070253792,156.96821317187045
1,11.03490687029834,8,4,3,11,3,0.2047934646879394,14.717726859090439
9,18.113937059153567,8,1,1,11,1,0.0625082367224572,169.41038877059515
1,12.651645687482379,1,3,4,9,2,0.1385311099188837,18.470082716914145
16,15.851071484184294,7,2,0,17,1,0.2731039038925966,263.3384255213014
7,6.562060368804312,2,3,2,14,3,0.09802231874321136,51.510759828518
0,8.381581331955408,1,3,5,10,1,0.14961910952757942,6.520319967457017
8,15.544151614680151,3,1,4,16,0,0.287569600393109,137.74758115383526
10,5.792059407027922,4,4,1,17,1,0.2204124016721093,68.16579641871293
15,12.298964933656297,6,4,3,17,2,0.2243221156925076,194.69823414984253
6,13.990534484944007,10,1,0,10,2,0.07570020132396828,93.84036982776148
9,14.032184660787216,5,1,2,10,1,0.12440943549153843,131.980837513959
2,5.3439921690206305,4,1,5,15,0,0.024702648929016514,24.6356947652782
17,9.831620063437782,8,1,5,12,3,0.1819577601151601,167.23188155318851
12,14.54735976573731,4,1,4,9,1,0.03111904936274825,181.60277431421648
6,7.2349960422386514,10,2,4,16,2,0.25077287466178644,52.86778580533306
3,15.431234724920799,2,3,0,10,2,0.24436613610599903,50.79767880708559
12,16.18887813220512,3,3,3,11,1,0.16008153033669284,199.19175194044874
19,19.72953785669218,6,3,1,13,1,0.042349809959108906,384.28513971961166
0,8.147629922846141,8,4,6,11,1,0.007673694958550447,11.564230792972573
7,17.376960014991727,8,2,3,15,3,0.2390126002627717,127.84582139157533
13,12.804448653779811,9,3,3,15,2,0.18004214496402804,176.07497994700475
15,10.601938942162601,7,4,3,10,2,0.213278891024365,167.28284541596173
13,6.835651359877669,2,2,6,15,2,0.09114213772091027,102.30641676942159
11,16.032584097313062,8,2,0,14,3,0.15284482135317434,180.25384979783001
18,8.537863987155307,7,4,6,17,0,0.2241522511618951,165.28333048969017
14,10.571330028095687,8,2,0,17,2,0.13876899249413985,156.91415131810393
1,5.938133403460527,3,4,6,10,2,0.1804152668306193,13.169006680169158
1,17.020503737292785,7,3,1,15,0,0.23691847854238868,24.879100570361423
18,16.49882785957465,10,4,3,13,3,0.06456619357991365,303.7864193283451
16,16.004237450634687,9,2,0,14,0,0.01977866680724469,268.3643273182512
19,9.4916526573783,3,3,6,9,0,0.15954705324324153,188.77351177818446
9,7.602201113989358,10,3,1,15,0,0.018637731216028717,81.7708299254748
5,14.563298967053447,6,1,6,14,0,0.22996718831002597,86.59579329999596
14,12.442495761698293,2,1,5,12,3,0.21576343429013659,181.25098421555236
10,7.673787003569624,2,2,1,9,3,0.2645138014395891,80.26739679780255
4,15.288669065747955,5,4,3,17,0,0.19186862941018817,75.30674225540979
0,19.866896477319557,5,4,2,12,1,0.020159271225712126,9.57664363836481
7,16.208293816130563,7,2,3,10,1,0.07594563764688522,123.920451274207
11,16.099795800284177,2,3,2,16,1,0.24237955336881578,188.8601862323456
11,19.254691293958878,7,2,1,10,1,0.05013972519407632,221.09205079859348
4,8.044045513623534,5,2,5,13,2,0.2095441403444662,41.46150315342151
6,13.483249473821605,6,3,5,14,3,0.23407779927614336,90.81662497684376
3,19.694700725508252,8,4,0,16,3,0.09903353935657234,64.91247245718613
5,7.479411664552618,10,2,5,9,0,0.09668924202087255,50.14847571045753
12,15.503779391667814,4,4,4,9,2,0.16734080436274407,196.48755225917574
19,13.78715218957853,7,2,1,12,0,0.2583858998264291,271.91180607051007
14,13.797186382830605,6,3,0,13,0,0.06717186057404416,204.22702907179485
2,15.465059412801127,10,3,5,17,3,0.2823774588127208,37.573216903423905
7,18.944253843135265,2,1,1,15,2,0.17973560544603245,142.42355371632496
19,16.73872909777007,8,3,3,15,1,0.29763794140568284,324.8124995854594
15,5.84204155124315,10,1,5,16,3,0.02688411719859679,93.6316270216569
12,17.790920298135667,9,2,6,13,2,0.03796864095202772,220.44375922344304
17,8.383119948885989,5,4,2,13,2,0.2479925411140448,149.29085041799007
9,10.65371247104558,10,3,1,9,3,0.2594267686811548,98.64108729836916
18,11.925992204185732,4,3,0,17,3,0.13363760651128018,221.18934051879967
16,12.213590011296045,6,3,3,14,0,0.21422135284270047,208.97221151370871
18,11.527705988830352,8,2,4,17,0,0.2602671862336615,222.0751962367469
4,19.060299413237967,3,1,3,11,0,0.012938336465648603,90.14799954304944
8,15.590285114960368,10,2,5,13,1,0.17218512689797758,135.78214763681478
11,14.467559689350596,1,4,2,10,3,0.25604419995794686,160.9479783606462
0,5.747630416744124,4,2,3,13,2,0.11944648337543248,7.15992586094157
0,18.55869995390562,4,4,4,16,3,0.09071508183372806,6.447536343257689
14,18.64085288012594,1,3,6,10,2,0.23871200552845126,267.4824167986227
1,16.703195951451534,9,4,0,16,1,0.10073597505085086,29.88969523060629
15,5.105438057204287,3,4,1,12,3,0.000952289455350963,81.95324097472185
7,5.859203766164351,5,1,2,9,2,0.2878717762887197,46.891410009083195
12,8.378355534027346,6,4,4,13,2,0.17763697090530553,108.0603501748275
0,6.970241122173601,8,4,5,9,0,0.24585537561302134,11.121167980158551
15,10.98254044555594,6,2,5,15,1,0.24759046870281437,174.10029634542732
